target,feature,spearman_rho,p_value,n,abs_rho,q_value_bh
v2_lcc_dice,v1_raw_second_largest_component_fraction,-0.3229567780136679,3.108543706607633e-14,526,0.3229567780136679,2.79768933594687e-13
v2_lcc_dice,v2_raw_n_components_ge50,-0.31082250009787205,3.0296568417331334e-13,526,0.31082250009787205,2.5319275034484044e-12
v2_lcc_dice,v2_raw_n_components_ge100,-0.2969539529250309,3.607487322396684e-12,526,0.2969539529250309,2.8138401114694137e-11
v2_lcc_dice,v2_lcc_pred_to_gt_vol_ratio,-0.28717461376453185,1.913279540435434e-11,526,0.28717461376453185,1.3167865072408575e-10
v2_lcc_dice,pred_to_gt_vol_ratio,-0.28717461376453185,1.913279540435434e-11,526,0.28717461376453185,1.3167865072408575e-10
v2_lcc_dice,v1_raw_n_components_ge100,-0.28634592057498665,2.1973800783436283e-11,526,0.28634592057498665,1.4282970509233584e-10
v2_lcc_dice,v1_lcc_pred_to_gt_vol_ratio,-0.2859510794697593,2.3468419948920043e-11,526,0.2859510794697593,1.4451605968545502e-10
v2_lcc_dice,v1_raw_n_components_ge50,-0.28510860973987295,2.6996798388715412e-11,526,0.28510860973987295,1.5793127057398516e-10
v2_lcc_dice,gt_voxels,0.16928515723768428,9.561455975757861e-05,526,0.16928515723768428,0.0005084956132562136
v2_lcc_dice,kin_gt_voxels,0.16928515723768428,9.561455975757861e-05,526,0.16928515723768428,0.0005084956132562136
v2_lcc_dice,v1_raw_pred_vol_cm3,-0.1565779966665889,0.00031241446292135816,526,0.1565779966665889,0.0015892387896434307
v2_lcc_dice,v2_raw_pred_vol_cm3,-0.15507956558654953,0.00035717247110533893,526,0.15507956558654953,0.0017412157966385274
v2_lcc_dice,v1_small50_pred_vol_cm3,-0.1485513243270613,0.0006311673035173666,526,0.1485513243270613,0.0029538629804612753
v2_lcc_dice,v2_small50_pred_vol_cm3,-0.14657097746486006,0.0007468152030727565,526,0.14657097746486006,0.0032696400777736897
v2_lcc_dice,v1_small100_pred_vol_cm3,-0.1464491772971615,0.0007545323256400823,526,0.1464491772971615,0.0032696400777736897
v2_lcc_dice,v2_small100_pred_vol_cm3,-0.14367832670250033,0.0009513263904679887,526,0.14367832670250033,0.003975185274455524
v2_lcc_dice,gt_vol_cm3,0.13995355370970103,0.0012908492091366125,526,0.13995355370970103,0.005034311915632789
v2_lcc_dice,log_gt_vol_cm3,0.13995355370970103,0.0012908492091366125,526,0.13995355370970103,0.005034311915632789
v2_lcc_dice,slice_thickness,-0.13615906262831567,0.0017485098449363829,526,0.13615906262831567,0.00659921457605022
v2_lcc_dice,v2_raw_pred_voxels,-0.11739220624527792,0.007033085742182587,526,0.11739220624527792,0.02493548581319281
v2_lcc_dice,kin_v2_raw_voxels,-0.11739220624527792,0.007033085742182587,526,0.11739220624527792,0.02493548581319281
v2_lcc_dice,v1_raw_pred_voxels,-0.116526844564305,0.0074669469171329515,526,0.116526844564305,0.02496093683727301
